random_id,WEEK,choice,price1,brand1,color1,D1,price2,brand2,color2,D2,price3,brand3,color3,D3,price4,brand4,color4,D4,price5,brand5,color5,D5
3,1449,6,1.884444444,KIMBERLY CLARK CORP,PRINT,0,1.984166667,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.712,KOCH INDUSTRIES INC,PRINT,1,6.071875,KOCH INDUSTRIES INC,WHITE,1
3,1458,6,1.826521739,KIMBERLY CLARK CORP,PRINT,0,1.916153846,KIMBERLY CLARK CORP,WHITE,0,2.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.736666667,KOCH INDUSTRIES INC,PRINT,1,6.541111111,KOCH INDUSTRIES INC,WHITE,1
3,1472,6,1.654285714,KIMBERLY CLARK CORP,PRINT,0,1.9135,KIMBERLY CLARK CORP,WHITE,0,3.351481481,KIMBERLY CLARK CORP,ASSORTED PRINT,1,5.04125,KOCH INDUSTRIES INC,PRINT,1,8.362,KOCH INDUSTRIES INC,WHITE,1
4,1436,6,1.875714286,KIMBERLY CLARK CORP,PRINT,0,1.858181818,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.634,KOCH INDUSTRIES INC,PRINT,0,7.82,KOCH INDUSTRIES INC,WHITE,1
4,1445,6,1.72875,KIMBERLY CLARK CORP,PRINT,0,1.826666667,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.74,KOCH INDUSTRIES INC,PRINT,1,7.315,KOCH INDUSTRIES INC,WHITE,1
4,1450,6,1.530930233,KIMBERLY CLARK CORP,PRINT,0,1.920833333,KIMBERLY CLARK CORP,WHITE,0,3.5925,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.88125,KOCH INDUSTRIES INC,PRINT,1,5.88,KOCH INDUSTRIES INC,WHITE,1
4,1451,1,1.68,KIMBERLY CLARK CORP,PRINT,0,1.921764706,KIMBERLY CLARK CORP,WHITE,0,3.82,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.096428571,KOCH INDUSTRIES INC,PRINT,1,4.088243243,KOCH INDUSTRIES INC,WHITE,1
5,1428,1,1.99,KIMBERLY CLARK CORP,PRINT,0,1.845,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,1,5.99,KOCH INDUSTRIES INC,PRINT,1,5.624166667,KOCH INDUSTRIES INC,WHITE,1
5,1428,6,1.85375,KIMBERLY CLARK CORP,PRINT,0,1.845,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,1,5.99,KOCH INDUSTRIES INC,PRINT,1,5.624166667,KOCH INDUSTRIES INC,WHITE,1
5,1431,6,1.8876,KIMBERLY CLARK CORP,PRINT,0,1.84375,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.848571429,KOCH INDUSTRIES INC,PRINT,1,6.93875,KOCH INDUSTRIES INC,WHITE,1
5,1432,6,1.868,KIMBERLY CLARK CORP,PRINT,0,1.783333333,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,8.35,KOCH INDUSTRIES INC,PRINT,1,5.686666667,KOCH INDUSTRIES INC,WHITE,1
5,1433,6,1.84125,KIMBERLY CLARK CORP,PRINT,1,1.821666667,KIMBERLY CLARK CORP,WHITE,0,3.08375,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.49,KOCH INDUSTRIES INC,PRINT,1,6.496666667,KOCH INDUSTRIES INC,WHITE,1
5,1434,6,1.894,KIMBERLY CLARK CORP,PRINT,1,1.885714286,KIMBERLY CLARK CORP,WHITE,0,3.5675,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.761428571,KOCH INDUSTRIES INC,PRINT,1,7.46,KOCH INDUSTRIES INC,WHITE,1
5,1437,6,1.87,KIMBERLY CLARK CORP,PRINT,0,1.917272727,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.141,KOCH INDUSTRIES INC,PRINT,1,5.197142857,KOCH INDUSTRIES INC,WHITE,1
5,1441,6,1.713157895,KIMBERLY CLARK CORP,PRINT,0,1.76969697,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.446666667,KOCH INDUSTRIES INC,PRINT,1,6.3721875,KOCH INDUSTRIES INC,WHITE,1
5,1442,1,1.99,KIMBERLY CLARK CORP,PRINT,0,1.782857143,KIMBERLY CLARK CORP,WHITE,0,3.5925,KIMBERLY CLARK CORP,ASSORTED PRINT,0,7.25,KOCH INDUSTRIES INC,PRINT,1,5.5475,KOCH INDUSTRIES INC,WHITE,1
5,1443,2,1.728518519,KIMBERLY CLARK CORP,PRINT,0,1.59,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.678823529,KOCH INDUSTRIES INC,PRINT,1,5.287333333,KOCH INDUSTRIES INC,WHITE,1
5,1446,6,1.698181818,KIMBERLY CLARK CORP,PRINT,0,1.74,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.156666667,KOCH INDUSTRIES INC,PRINT,1,7.348,KOCH INDUSTRIES INC,WHITE,1
5,1451,6,1.829117647,KIMBERLY CLARK CORP,PRINT,0,1.921764706,KIMBERLY CLARK CORP,WHITE,0,3.82,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.096428571,KOCH INDUSTRIES INC,PRINT,1,4.088243243,KOCH INDUSTRIES INC,WHITE,1
5,1452,1,1.5,KIMBERLY CLARK CORP,PRINT,0,1.907460317,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,8.0175,KOCH INDUSTRIES INC,PRINT,1,5.983529412,KOCH INDUSTRIES INC,WHITE,1
5,1452,6,1.448095238,KIMBERLY CLARK CORP,PRINT,0,1.907460317,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,8.0175,KOCH INDUSTRIES INC,PRINT,1,5.983529412,KOCH INDUSTRIES INC,WHITE,1
5,1457,6,1.848636364,KIMBERLY CLARK CORP,PRINT,0,1.896363636,KIMBERLY CLARK CORP,WHITE,0,3.596666667,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.827272727,KOCH INDUSTRIES INC,PRINT,0,6.665384615,KOCH INDUSTRIES INC,WHITE,1
5,1458,6,1.826521739,KIMBERLY CLARK CORP,PRINT,0,1.916153846,KIMBERLY CLARK CORP,WHITE,0,2.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.736666667,KOCH INDUSTRIES INC,PRINT,1,6.541111111,KOCH INDUSTRIES INC,WHITE,1
5,1465,6,1.945294118,KIMBERLY CLARK CORP,PRINT,0,1.9375,KIMBERLY CLARK CORP,WHITE,0,4.05,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.645142857,KOCH INDUSTRIES INC,PRINT,1,7.735,KOCH INDUSTRIES INC,WHITE,1
5,1467,6,1.314827586,KIMBERLY CLARK CORP,PRINT,0,1.74106383,KIMBERLY CLARK CORP,WHITE,0,3.151666667,KIMBERLY CLARK CORP,ASSORTED PRINT,1,5.103333333,KOCH INDUSTRIES INC,PRINT,1,6.271111111,KOCH INDUSTRIES INC,WHITE,1
5,1469,2,1.268125,KIMBERLY CLARK CORP,PRINT,0,1.28,KIMBERLY CLARK CORP,WHITE,0,3.942380952,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.44,KOCH INDUSTRIES INC,PRINT,1,6.460909091,KOCH INDUSTRIES INC,WHITE,1
5,1469,6,1.268125,KIMBERLY CLARK CORP,PRINT,0,1.737619048,KIMBERLY CLARK CORP,WHITE,0,3.942380952,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.44,KOCH INDUSTRIES INC,PRINT,1,6.460909091,KOCH INDUSTRIES INC,WHITE,1
5,1470,6,1.475384615,KIMBERLY CLARK CORP,PRINT,0,1.848148148,KIMBERLY CLARK CORP,WHITE,0,3.680526316,KIMBERLY CLARK CORP,ASSORTED PRINT,1,6.1825,KOCH INDUSTRIES INC,PRINT,1,7.057,KOCH INDUSTRIES INC,WHITE,1
5,1474,6,1.43,KIMBERLY CLARK CORP,PRINT,0,1.938461538,KIMBERLY CLARK CORP,WHITE,0,3.346923077,KIMBERLY CLARK CORP,ASSORTED PRINT,1,6.928,KOCH INDUSTRIES INC,PRINT,0,8.633333333,KOCH INDUSTRIES INC,WHITE,1
5,1475,6,1.616666667,KIMBERLY CLARK CORP,PRINT,0,1.884705882,KIMBERLY CLARK CORP,WHITE,0,2.590714286,KIMBERLY CLARK CORP,ASSORTED PRINT,1,5.70875,KOCH INDUSTRIES INC,PRINT,1,7.715,KOCH INDUSTRIES INC,WHITE,1
5,1478,6,1.6475,KIMBERLY CLARK CORP,PRINT,0,1.921666667,KIMBERLY CLARK CORP,WHITE,0,2.707916667,KIMBERLY CLARK CORP,ASSORTED PRINT,1,6.7825,KOCH INDUSTRIES INC,PRINT,1,6.284285714,KOCH INDUSTRIES INC,WHITE,1
6,1457,2,1.848636364,KIMBERLY CLARK CORP,PRINT,0,1.89,KIMBERLY CLARK CORP,WHITE,0,3.596666667,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.827272727,KOCH INDUSTRIES INC,PRINT,0,6.665384615,KOCH INDUSTRIES INC,WHITE,1
6,1458,2,1.826521739,KIMBERLY CLARK CORP,PRINT,0,1.89,KIMBERLY CLARK CORP,WHITE,0,2.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.736666667,KOCH INDUSTRIES INC,PRINT,1,6.541111111,KOCH INDUSTRIES INC,WHITE,1
6,1459,6,1.745882353,KIMBERLY CLARK CORP,PRINT,0,1.856666667,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.174166667,KOCH INDUSTRIES INC,PRINT,1,6.888571429,KOCH INDUSTRIES INC,WHITE,1
6,1462,2,1.778666667,KIMBERLY CLARK CORP,PRINT,0,1.99,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,7.12,KOCH INDUSTRIES INC,PRINT,1,6.007777778,KOCH INDUSTRIES INC,WHITE,1
6,1462,6,1.778666667,KIMBERLY CLARK CORP,PRINT,0,1.868571429,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,7.12,KOCH INDUSTRIES INC,PRINT,1,6.007777778,KOCH INDUSTRIES INC,WHITE,1
6,1465,2,1.945294118,KIMBERLY CLARK CORP,PRINT,0,1.99,KIMBERLY CLARK CORP,WHITE,0,4.05,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.645142857,KOCH INDUSTRIES INC,PRINT,1,7.735,KOCH INDUSTRIES INC,WHITE,1
6,1473,6,1.63,KIMBERLY CLARK CORP,PRINT,0,1.86875,KIMBERLY CLARK CORP,WHITE,0,3.538,KIMBERLY CLARK CORP,ASSORTED PRINT,1,7.58,KOCH INDUSTRIES INC,PRINT,1,8.332,KOCH INDUSTRIES INC,WHITE,1
7,1449,6,1.884444444,KIMBERLY CLARK CORP,PRINT,0,1.984166667,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.712,KOCH INDUSTRIES INC,PRINT,1,6.071875,KOCH INDUSTRIES INC,WHITE,1
7,1459,6,1.745882353,KIMBERLY CLARK CORP,PRINT,0,1.856666667,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.174166667,KOCH INDUSTRIES INC,PRINT,1,6.888571429,KOCH INDUSTRIES INC,WHITE,1
8,1429,6,1.9216,KIMBERLY CLARK CORP,PRINT,0,1.8968,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,1,7.74,KOCH INDUSTRIES INC,PRINT,0,6,KOCH INDUSTRIES INC,WHITE,1
8,1437,1,1.77,KIMBERLY CLARK CORP,PRINT,0,1.917272727,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.141,KOCH INDUSTRIES INC,PRINT,1,5.197142857,KOCH INDUSTRIES INC,WHITE,1
8,1437,6,1.87,KIMBERLY CLARK CORP,PRINT,0,1.917272727,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.141,KOCH INDUSTRIES INC,PRINT,1,5.197142857,KOCH INDUSTRIES INC,WHITE,1
8,1438,6,1.839166667,KIMBERLY CLARK CORP,PRINT,0,1.746,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,1,5.725294118,KOCH INDUSTRIES INC,PRINT,1,7.206666667,KOCH INDUSTRIES INC,WHITE,1
8,1443,1,1.42,KIMBERLY CLARK CORP,PRINT,0,1.801481481,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.678823529,KOCH INDUSTRIES INC,PRINT,1,5.287333333,KOCH INDUSTRIES INC,WHITE,1
8,1443,6,1.728518519,KIMBERLY CLARK CORP,PRINT,0,1.801481481,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.678823529,KOCH INDUSTRIES INC,PRINT,1,5.287333333,KOCH INDUSTRIES INC,WHITE,1
8,1447,6,1.722380952,KIMBERLY CLARK CORP,PRINT,0,1.878181818,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.045,KOCH INDUSTRIES INC,PRINT,1,5.975555556,KOCH INDUSTRIES INC,WHITE,1
8,1448,6,1.769,KIMBERLY CLARK CORP,PRINT,0,1.923333333,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.0975,KOCH INDUSTRIES INC,PRINT,1,8.122380952,KOCH INDUSTRIES INC,WHITE,1
8,1450,6,1.530930233,KIMBERLY CLARK CORP,PRINT,0,1.920833333,KIMBERLY CLARK CORP,WHITE,0,3.5925,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.88125,KOCH INDUSTRIES INC,PRINT,1,5.88,KOCH INDUSTRIES INC,WHITE,1
8,1452,6,1.448095238,KIMBERLY CLARK CORP,PRINT,0,1.907460317,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,8.0175,KOCH INDUSTRIES INC,PRINT,1,5.983529412,KOCH INDUSTRIES INC,WHITE,1
8,1453,6,1.713478261,KIMBERLY CLARK CORP,PRINT,0,1.7475,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,7.242,KOCH INDUSTRIES INC,PRINT,1,6.945714286,KOCH INDUSTRIES INC,WHITE,1
8,1454,6,1.730769231,KIMBERLY CLARK CORP,PRINT,0,1.791923077,KIMBERLY CLARK CORP,WHITE,0,4.065,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.733333333,KOCH INDUSTRIES INC,PRINT,1,7.484,KOCH INDUSTRIES INC,WHITE,1
8,1457,6,1.848636364,KIMBERLY CLARK CORP,PRINT,0,1.896363636,KIMBERLY CLARK CORP,WHITE,0,3.596666667,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.827272727,KOCH INDUSTRIES INC,PRINT,0,6.665384615,KOCH INDUSTRIES INC,WHITE,1
8,1459,6,1.745882353,KIMBERLY CLARK CORP,PRINT,0,1.856666667,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.174166667,KOCH INDUSTRIES INC,PRINT,1,6.888571429,KOCH INDUSTRIES INC,WHITE,1
8,1460,6,1.9388,KIMBERLY CLARK CORP,PRINT,0,1.961875,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.022333333,KOCH INDUSTRIES INC,PRINT,1,7.962,KOCH INDUSTRIES INC,WHITE,1
9,1432,6,1.868,KIMBERLY CLARK CORP,PRINT,0,1.783333333,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,8.35,KOCH INDUSTRIES INC,PRINT,1,5.686666667,KOCH INDUSTRIES INC,WHITE,1
9,1434,3,1.894,KIMBERLY CLARK CORP,PRINT,1,1.885714286,KIMBERLY CLARK CORP,WHITE,0,2.9,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.761428571,KOCH INDUSTRIES INC,PRINT,1,7.46,KOCH INDUSTRIES INC,WHITE,1
9,1447,6,1.722380952,KIMBERLY CLARK CORP,PRINT,0,1.878181818,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.045,KOCH INDUSTRIES INC,PRINT,1,5.975555556,KOCH INDUSTRIES INC,WHITE,1
9,1451,6,1.829117647,KIMBERLY CLARK CORP,PRINT,0,1.921764706,KIMBERLY CLARK CORP,WHITE,0,3.82,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.096428571,KOCH INDUSTRIES INC,PRINT,1,4.088243243,KOCH INDUSTRIES INC,WHITE,1
9,1456,6,1.832307692,KIMBERLY CLARK CORP,PRINT,0,1.660833333,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.919285714,KOCH INDUSTRIES INC,PRINT,1,8.0975,KOCH INDUSTRIES INC,WHITE,1
9,1461,6,1.772352941,KIMBERLY CLARK CORP,PRINT,0,1.85,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,8.339090909,KOCH INDUSTRIES INC,PRINT,0,5.802222222,KOCH INDUSTRIES INC,WHITE,1
9,1469,6,1.268125,KIMBERLY CLARK CORP,PRINT,0,1.737619048,KIMBERLY CLARK CORP,WHITE,0,3.942380952,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.44,KOCH INDUSTRIES INC,PRINT,1,6.460909091,KOCH INDUSTRIES INC,WHITE,1
10,1432,6,1.868,KIMBERLY CLARK CORP,PRINT,0,1.783333333,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,8.35,KOCH INDUSTRIES INC,PRINT,1,5.686666667,KOCH INDUSTRIES INC,WHITE,1
10,1435,6,1.817272727,KIMBERLY CLARK CORP,PRINT,0,1.88,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,7.248,KOCH INDUSTRIES INC,PRINT,1,7.053333333,KOCH INDUSTRIES INC,WHITE,1
10,1448,6,1.769,KIMBERLY CLARK CORP,PRINT,0,1.923333333,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.0975,KOCH INDUSTRIES INC,PRINT,1,8.122380952,KOCH INDUSTRIES INC,WHITE,1
10,1453,6,1.713478261,KIMBERLY CLARK CORP,PRINT,0,1.7475,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,7.242,KOCH INDUSTRIES INC,PRINT,1,6.945714286,KOCH INDUSTRIES INC,WHITE,1
10,1459,6,1.745882353,KIMBERLY CLARK CORP,PRINT,0,1.856666667,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.174166667,KOCH INDUSTRIES INC,PRINT,1,6.888571429,KOCH INDUSTRIES INC,WHITE,1
10,1476,6,1.654444444,KIMBERLY CLARK CORP,PRINT,0,1.883478261,KIMBERLY CLARK CORP,WHITE,0,3.447857143,KIMBERLY CLARK CORP,ASSORTED PRINT,1,7.474285714,KOCH INDUSTRIES INC,PRINT,1,6.273,KOCH INDUSTRIES INC,WHITE,1
11,1436,6,1.875714286,KIMBERLY CLARK CORP,PRINT,0,1.858181818,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.634,KOCH INDUSTRIES INC,PRINT,0,7.82,KOCH INDUSTRIES INC,WHITE,1
11,1453,6,1.713478261,KIMBERLY CLARK CORP,PRINT,0,1.7475,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,7.242,KOCH INDUSTRIES INC,PRINT,1,6.945714286,KOCH INDUSTRIES INC,WHITE,1
12,1449,6,1.884444444,KIMBERLY CLARK CORP,PRINT,0,1.984166667,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.712,KOCH INDUSTRIES INC,PRINT,1,6.071875,KOCH INDUSTRIES INC,WHITE,1
13,1439,6,1.869444444,KIMBERLY CLARK CORP,PRINT,0,1.921333333,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,1,4.993125,KOCH INDUSTRIES INC,PRINT,1,6.786666667,KOCH INDUSTRIES INC,WHITE,1
14,1432,6,1.868,KIMBERLY CLARK CORP,PRINT,0,1.783333333,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,8.35,KOCH INDUSTRIES INC,PRINT,1,5.686666667,KOCH INDUSTRIES INC,WHITE,1
14,1442,6,1.769166667,KIMBERLY CLARK CORP,PRINT,0,1.782857143,KIMBERLY CLARK CORP,WHITE,0,3.5925,KIMBERLY CLARK CORP,ASSORTED PRINT,0,7.25,KOCH INDUSTRIES INC,PRINT,1,5.5475,KOCH INDUSTRIES INC,WHITE,1
14,1449,6,1.884444444,KIMBERLY CLARK CORP,PRINT,0,1.984166667,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.712,KOCH INDUSTRIES INC,PRINT,1,6.071875,KOCH INDUSTRIES INC,WHITE,1
14,1467,6,1.314827586,KIMBERLY CLARK CORP,PRINT,0,1.74106383,KIMBERLY CLARK CORP,WHITE,0,3.151666667,KIMBERLY CLARK CORP,ASSORTED PRINT,1,5.103333333,KOCH INDUSTRIES INC,PRINT,1,6.271111111,KOCH INDUSTRIES INC,WHITE,1
15,1452,6,1.448095238,KIMBERLY CLARK CORP,PRINT,0,1.907460317,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,8.0175,KOCH INDUSTRIES INC,PRINT,1,5.983529412,KOCH INDUSTRIES INC,WHITE,1
16,1447,1,1.99,KIMBERLY CLARK CORP,PRINT,0,1.878181818,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.045,KOCH INDUSTRIES INC,PRINT,1,5.975555556,KOCH INDUSTRIES INC,WHITE,1
16,1448,6,1.769,KIMBERLY CLARK CORP,PRINT,0,1.923333333,KIMBERLY CLARK CORP,WHITE,0,3.79,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.0975,KOCH INDUSTRIES INC,PRINT,1,8.122380952,KOCH INDUSTRIES INC,WHITE,1
16,1451,3,1.829117647,KIMBERLY CLARK CORP,PRINT,0,1.921764706,KIMBERLY CLARK CORP,WHITE,0,3.82,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.096428571,KOCH INDUSTRIES INC,PRINT,1,4.088243243,KOCH INDUSTRIES INC,WHITE,1
16,1457,6,1.848636364,KIMBERLY CLARK CORP,PRINT,0,1.896363636,KIMBERLY CLARK CORP,WHITE,0,3.596666667,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.827272727,KOCH INDUSTRIES INC,PRINT,0,6.665384615,KOCH INDUSTRIES INC,WHITE,1
16,1458,1,1.99,KIMBERLY CLARK CORP,PRINT,0,1.916153846,KIMBERLY CLARK CORP,WHITE,0,2.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,5.736666667,KOCH INDUSTRIES INC,PRINT,1,6.541111111,KOCH INDUSTRIES INC,WHITE,1
16,1459,6,1.745882353,KIMBERLY CLARK CORP,PRINT,0,1.856666667,KIMBERLY CLARK CORP,WHITE,0,3.99,KIMBERLY CLARK CORP,ASSORTED PRINT,0,6.174166667,KOCH INDUSTRIES INC,PRINT,1,6.888571429,KOCH INDUSTRIES INC,WHITE,1
